1,"""What's this I hear about you breaking off your engagement Pam ?"" said her closest friend.
""Well,"" Pam confirmed, ""although his diamond was of pretty good quality, his mounting left a lot to be desired.""",,,
0,"While making love to his wife, Carl discovered he couldn't enjoy it. Though they had been married only a few years, he relflectly unhappily, their love-making had become infrequent and bland. Then quite suddenly, alarmed, he said: ""What happened, did I hurt you ?""
""Why no, not at all,"" said his surprised wife. ""Whatever made you ask that ?""
""Well, no reason actually,"" the bored husband replied with a sigh, ""It's just that for a moment there, I thought you actully moved.""",,,
0,"The divorce court was attentive as the wealthy Yuppette complained to the Judge that her husband had left her bed and board.
When she had finished, the husband's lawyer rose to his feet and coolly replied, ""Your Honor, I have a slight correction in the typing of the charging documents. My client claims that he left her bed 'bored'.""",,,
1,"The pro quarterback was petitioning the court to have his recent marriage annulled. ""On what grounds ?"" questioned the Judge, ""This court does not take annulments lightly.""
""Non-virginity,"" replied the quarterback, ""When I married her, I thought I was getting a tight end, but instead, I found that I had married a wide receiver.""",,,
0,"I can't help but wonder sometimes though why lovemaking is almost always referred to in theatrical terms. For example, surely you've heard men refer to their ""performance"". Well, even these days I don't have a lot of trouble with that.
But... since I'm now past fifty, the ""encores"" are getting tuffer and tuffer.",,,
1,"I'm not saying that my wife was naive when we got married, but... she thought ""kinky sex"" involved her wearing hair curlers to bed.",,,
0,"What a rip-off. I went into our local bookstore and saw this huge display with a sign saying ""Newly translated from the original French:37 mating positions."" Noticing that the books were already wrapped in plain brown paper, I just hadda buy one.
Once safely at home I opened it, out of sight of my wife, and found that I had just purchased an expensive book about Chess.",,,
1,"A coupla Aggies, Buck and Thurleen, married after graduating from Texas A&M, are driving from Dallas down to a motel in Austin for their honeymoon. Along the way, Buck reaches over and puts his hand on Thurleen's knee.
Thurleen smiles, blushes and says, ""Oh Buck, we're married now, youcan go farther than that!""
So he drove on to Laredo.",,,
1,"How do Amish teenage boys find their sheep in tall grass?
Most satisfactory!",,,
0,"Jerry Falwell was seated next to President Clinton on a recent flight.
After the plane was airborne, the flight attendant came around for drink
orders.
The President asked for a whisky & soda, which was brought and placed
before him.  The attendant then asked the minister if he would also like
drink.
The minister replied in disgust, ""Ma'am, I'd rather be savagely raped by
a brazen whore than let liquor touch these lips!""
The President then handed his drink back to the attendant and said,
""I'm sorry, I didn't know there was a choice...""",,,
1,"Q. What should you do if your girlfriend starts smoking?
A. Slow down and use a lubricant.",,,
0,"Q. What's six inches long, two inches wide, and drives women wild?
A. Money.",,,
1,"Q. What's the difference between your wife and your job?
A. After five years your job will still suck.",,,
1,"Q. How can you spot the blind guy at the nudist colony?
A. It's not hard.",,,
1,"Q. Who is the most popular guy at the nudist colony?
A. The guy who can carry a cup of coffee in each hand and a dozen Donuts.",,,
1,"Q: Who is the most popular girl at the nudist colony?
A. She is the one who can eat the last donut!",,,
0,"Q: What's the difference between a blimp and 365 blow jobs?
A: One is a Goodyear, and the other is a great year!",,,
1,"Q: Why do the men in Scotland wear kilts?
A: Because the sheep can hear a zipper a mile away.",,,
0,"A veterinarian surgeon had had a hell of a day, but when he got home from tending to all the sick animals his wife was waiting with a long cool drink and a romantic candle-lit dinner, after which they had a few more drinks and went happily to bed.
At about 2:00 in the morning, the phone rang.  ""Is this the vet?"" asked an elderly lady's voice.
""Yes, it is"", replied the vet, ""Is this an emergency?""
""Well, sort of"", said the elderly lady, ""there's a whole bunch of cats on the roof outside making a terrible noise mating and I can't get to sleep. What can I do about it?""  
There was a sharp intake of breath from the vet, who then patiently replied ""Open the window and tell them they're wanted on the phone""

""Really?"" said the elderly lady, ""Will that will that stop them?""

""Should do,"" said the vet, ""- IT STOPPED ME!""",,,
0,"A young lady had just visited her doctor and he informed her that she was pregnant.  The young lady had been married for ten years and had wanted a baby very badly.  As she sat on the bus, on her way home, she felt that she had to share the good news with someone. The gentleman sitting next to her seemed as good as anyone to share the good news with.
Sir, she said, I just received the best news you could ever imagine. I have to share it with someone or I'll bust. She toldhim the news that the doctor had told her about being pregnant.
The man shared her enthusiam as he shared his expierence. He said he was a farmer and he had trouble with his hens laying eggs.  He stated that he went out to the hen house one morning and all of his hens had layed eggs. He was so happy. he added, ""but confidentially, I changed cocks.""
The newly pregnant woman responded, ""Confidentially, me too.""",,,
1,"Some women are gathered and the subject of conversation
turns to sex and then birth control. The first woman says 
""We're Catholic so we can't use it.""
The next woman says ""I am too but we use the rhythm 
Method."" The third woman says ""We use the bucket and saucer method.""
""What the heck is the bucket and saucer method?"", the others ask.
""Well, I'm five foot eleven... and my husband is five foot two. We make love standing up with him standing on a bucket, and when his eyes get big as saucers I kick the bucket out from under him.""",,,
1,"A man went to a sex doctor and told him of his extremely active sex life.  He said He had a wife, several mistresses, masturbated, and had wet dreams all the time.
The doctor asked which he liked best. He Replied, "" Wet Dreams, you meet a much higher class of people in them.""",,,
1,"A divorced woman had been on her own for several months and was starting to get extremely horny. She went to the grocery store and while there starting eyeing the bag boy. On the way out to the car she decided to make her move. Leaning over to the boy she whispered,"" You know, I've got and itchy pussy....""
The boy replied, ""Well you're gonna have to point it out, ma'am, all those Japanese cars look alike to me!""",,,
1,"A young teenager comes home from school and asks her mother, ""Is it true what Rita just told me?  That babies come out of the same place where boys put their thingies?""
""Yes, dear,"" replies her mother, pleased that the subject had finally come up and she wouldn't have to explain it. ""But then when I have a baby, won't it knock my teeth out?""",,,
1,"A man was walking one day, when he came to this big house in a nice neighborhood. Suddenly he realized there was a couple making love out on the lawn. Then he noticed another couple over behind a tree. Then another couple behind some
bushes by the house. He walked up to the door of the house, and knocked. A well dressed woman answered the door, and the man asked what kind of a place this was. ""This is a brothel"" replied the madam.
""Well, what's all this out on the lawn?"" queried the man. ""Oh, we're having a yard sale today.""",,,
0,"It was laying limp in my hand. It was very long, kind of thin.  I slid it between my fingers until I got to the end of it. I was turning it on.  It became firm in my hands, and the end was wet.  Then it got very hard and began gushing out of the tip.
Then I took the garden hose and watered the bushes.",,,
1,"""Mom, I'm pregnant.""
""How can that be?  What did I tell you about sex?""
""That I should take measures.  That's what I did!  I took measures and then went with the biggest.""",,,
1,"Mom took little johnny to the doctor for lacerations on his penis. Doc. said, how did such a thing happen?   Johnny said,  ""It's
that damn neighbor girl, Suzy.   Her braces are too darned sharp.""",,,
1,"A small boy walks into his mothers room and catches her topless. ""Mummy, mummy, what are these?"" he says, pointing to her breasts. ""Well, son,"" she says, ""these are balloons, and when you die, they inflate and float you up to heaven.""
Incredibly, he appears to believe this explanation and goes off quite satisfied. Two days later while his mother is making tea, he rushes into the kitchen.
""Mummy, mummy, Aunt Mary is dying!""
What do you mean? says his mother.
Well she's in the garden shed, lying on the floor.  Both her balloons are out, Dad's blowing them up, and she keeps yelling
""God, I'm coming! I'm coming!!!""",,,
1,"A tall woman met a midget at a party. The midget was barely three feet tall but they were attracted to each other. After a few drinks they went back to the tall woman's apartment.
""I can't imagine what it will be like making love to a midget,"" said the woman, ""especially with the size difference and all.""
""Just take off your cloths, lie back on the bed, spread your legs apart and close your eyes,"" said the midget. The woman did as she was told and soon she felt the biggest  thing she'd ever experienced inside her.
Within a few minutes the woman had climaxed eight times. 
""If you think that was good,"" said the midget with a smirk, ""Just wait till I get BOTH legs in there!""",,,
1,"This exchange was overheard between the separated sections of the jail. A male voice yells over to the female side: ""I got 12 inches over here you would love to have.""
The female response was: ""Well, spit it out it isn't yours.""",,,
0,"There was a young man in the Air Force who was so well-endowed that it was bothering his knee. Three Air Force doctors and one Air Force nurse were in the operating room to remedy the situation. The first doctor said, ""We'll just take a big hunk off the end."" They discussed it and decided that would affect his sensitivity.
The second doctor said, ""We'll just take a big hunk out of the middle of it."" They discussed this, and decided it would change the texture and feel of it.

The third doctor said, ""We'll just take a big hunk off the base of it."" They discussed this, too, and agreed that it might give him erection problems.

The doctors heard a sniffling, and looked over at the nurse who had tears running down her cheeks. The nurse cried, ""Can't we just make his legs longer?"" ",,,
1,"Judi and a brunette were discussing their boyfriends.

Brunette: Last night I had *three* orgasms in a row!

Judi: That's nothing; last night I had over a hundred.

Brunette: My god! I had no idea he was that good.

Judi: (looking shocked) Oh, you mean with one guy.",,,
0,"ZipperGate Update...

In a deal engineered by veteran mouthpieces Stein and Cacheris, Ms.Lewinsky has apparently headed off possible perjury charges by offering a full throated confession to Kenneth Starr. Sources close to the investigation report Starr is pumping Ms. Lewinsky for details concerning an oral pact with Mr. Clinton to withhold evidence. Although the independent prosecutor's team will drill Monica prior to her testimony,beltway observers do not anticipate a full dress rehearsal.",,,
1,"A man goes to the doctor with a long history of migraine headaches.
When the doctor does his history and physical, he discovers that his poor patient has had practically every therapy known to man for his migraines and STILL no improvement.

""Listen,"" says the Doctor, ""I have migraines, too and the advice I'm going to give you isn't really anything I learned in medical school, but it's advice that I've gotten from my own experience. When I have a migraine, I go home, get in a nice hot bathtub, and soak for a while. Then I have my wife sponge me off with the hottest water I can stand, especially around the forehead. This helps a little. Then I get out of the tub, take her into the bedroom, and even if my head is killing me, I force myself to have sex with her. Almost always, the headache is immediately gone. Now, give it a try, and come back and see me in six weeks.""

Six weeks later, the patient returns with a big grin. ""Doc! I took your advice and it works! It REALLY WORKS! I've had migraines for 17 years and this is the FIRST time anyone has ever helped me!""

""Well,"" says the physician, ""I'm glad I could help.""

""By the way, Doc,"" the patient adds, ""you have a REALLY nice house.""",,,
0,"Whats the difference between a regular toad and a horney toad?

A regular toad croaks ""Ribbit Ribbit"" while a horney toad croaks ""Rub-it Rub-it""",,,
1,"What's the difference between a transvestite sailor and Monica Lewinsky's wardrobe?

When you have a transvestite sailor, you have a dress on a seaman.",,,
0,"A man walks into a pharmacy, buys a condom, then walks out of the store laughing hysterically. The pharmacist thinks this is weird, but, hey, there's no law preventing weird people from buying condoms. Maybe it's a good thing.

The next day, the man comes back to the store, purchases another condom, and once again he leaves the store laughing wildly. This piques the interest of the pharmacist. What's so funny about buying a rubber, anyway?

So he tells his clerk, ""If this guy ever comes back, I want you to follow him to see where he goes.""

Sure enough, the next day the laugher is back. He buys the condom, starts cracking up, then leaves. The pharmacist tells his clerk to go follow the guy.

About an hour later, the clerk comes back to the store. ""Did you follow him? Where did he go?"" asks the pharmacist. The clerk replies ""Your house.""",,,
1,"A college student picked up his date at her parents home. He'd scraped together every cent he had to take her to a fancy restaurant. To his dismay, she ordered almost everything expensive on the menu. Appetizers, lobster, champagne. . .the works. Finally he asked her,
""Does your Mother feed you like this at home?""
""No,"" she said, ""but my Mother's not looking to get laid, either.""",,,
0,"I think my wife is getting a little nearsighted.
I woke up this morning, she was sucking on the bedpost.",,,
1,This girl I know told me she was so horny her own tongue's starting to feel good in her mouth.,,,
