0,0,Quel est le seul moyen de contraception qui protège également des MST ?
1,0,Que signifie SM ?
2,0,Quelle personne n'a jamais tourné dans un film pornographique?
3,0,Qu’est-ce que la l’acomoclitisme?
4,0,Avec quelle partie du corps réalise-t-on une branlette thaïlandaise ?
5,0,Lequel de ces 3 objets est un sextoy?
6,0,"Parmi ces 3 propositions, laquelle est synonyme de masturbation ?"
7,0,Lequel de ces aliments n'est pas aphrodisiaque :
8,0,"Une de ces personnalités n'a jamais porté d'anneau de pureté, laquelle?"
9,0,Comment s'appelle le concept de mimer une relation sexuelle en gardant ses vêtements?
10,0,Il existe une marque de préservatif bio. Comment s'appelle-t-elle?
11,0,Je suis un sex coach donc :
12,0,Qu'est ce que le kama-sousdrap?
13,0,Qu'est-ce qu'un gastrosexuel?
14,0,Qu'est-ce qu'un love plane?
15,0,Le meilleur endroit pour conserver ses préservatifs :
16,0,Combien de temps peut on garder un préservatif avec du spermicide ?
17,0,Combien de temps peut on garder un préservatif classique ?
18,0,Quels sont les préservatifs les plus surs?
19,0,La meilleure manière d’enfiler un préservatif est : 
20,0,Le virus du Sida peut se transmettre par une poignée de main
21,0,"En embrassant mon partenaire très amoureusement, je prends un risque vis-à-vis du Sida"
22,0,"Pendant les préliminaires, on peut se masturber réciproquement sans courir de risques"
23,0,Il est inutile de se protéger pendant un cunnilingus
24,0,Le risque de contamination par pénétration est moins important chez les hétérosexuels
25,0,Il est possible de réutiliser son préservatif plusieurs fois
26,0,La sodomie est la position sexuelle qui favorise le plus les risques de contamination
27,0,Je peux lubrifier mon préservatif avec n'importe quel corps gras
28,0,Une MST ne peut s'attraper que lors de la pénétration
29,0,Le risque de contamination par le VIH est-il plus important lors des règles de la femme ?
30,0,Le risque de contamination par le VIH est-il plus important après la ménopause ?
31,0,Le risque de contamination par le VIH est-il plus important si le rapport s'accompagne de violence ?
32,0,Toutes les femmes peuvent-elles avoir recours à la pose d'un stérilet? 
33,0,Le stérilet bloque-t-il l’ovulation ? 
34,0,Le retrait du pénis avant l'éjaculation empêche totalement une éventuelle grossesse
35,0,La pilule peut protéger de certaines MST
36,0,Le diaphragme est un contraceptif installé dans l'utérus
37,0,"Aujourd'hui, il existe une pilule pour les hommes"
38,0,Le pénis d'un gorille est en moyenne de 3 cm
39,0,On parle de micro-pénis à partir de 8 cm au repos
40,0,Le premier préservatif a été pensé comme moyen de contraception
41,0,Peut on naître avec le pénis tordu?
42,0,Les MST et infections sont moins fréquentes chez les hommes circoncis
43,0,Le « Prince Albert » est un surnom donné au piercing situé sur le pénis
44,0,Peut-on se casser le pénis?
45,0,Une érection trop persistante peut être dangereux
46,0,"En Nouvelle-Guinée, la tradition veut que l'homme offre son prépuce (peau qui recouvre le gland) à sa soeur"
47,0,Ce n’est qu’en 1940 que la castration a été officiellement interdite
48,0,L'érection signifie que le corps caverneux se remplit de sang
49,0,Avoir des éjaculations pendant son sommeil est un signe de troubles sexuels
50,0,Le prépuce est la peau qui recouvre le gland
51,0,L'intensité de l'orgasme est liée à la quantité de sperme éjaculé
52,0,"Au contraire de la femme, les tétons des hommes sont insensibles"
53,0,Les plus petites verges au repos sont forcément les plus petites en érection
54,0,Le point G de la femme est en rapport avec le Gland du pénis de l'homme
55,0,Lors de l'excitation sexuelle le point G augmente de volume
56,0,Certaines positions permettent une meilleure stimulation du point G
57,0,La stimulation du point G donne souvent dans un premier temps le sentiment d'avoir envie d'uriner
58,0,La stimulation du point G entraîne toujours l'orgasme
59,0,"Chez l'homme, la zone semblable du point G correspondrait à la prostate"
60,0,"Le point G est situé sur la paroi antérieure du vagin, derrière l’os du pubis"
61,0,"Le point G vient de la 1ère lettre de celui qui l'a découvert, GRAFENBERG"
62,0,"Au XVIIème siècle, le mot Orgasme signifiait un excès de colère, rien à voir avec un plaisir sexuel"
63,0,Le stress peut causer des troubles sexuels
64,0,Il est possible d'avoir plusieurs orgasmes de suite pour une femme.
65,0,Beaucoup de femmes découvrent le plaisir vaginal vers 30-35 ans
66,0,"Chez l'homme, l'orgasme et l'éjaculation sont indissociables"
67,0,De quel pays est originaire le Kamasutra?
68,0,Que veut dire Kamasutra?
69,0,Le Kamasutra est synonyme de Tantrisme
70,0,Le Kamasutra venant d'Orient est arrivé en Occident au 
71,0,Le Kamasutra fait partie des 10 livres les plus vendus au monde
72,0,"Dans quelle position l'homme est assis, jambes écartées, et a femme assise sur lui entourant sa taille avec ses jambes?"
73,0,Quelle position privilégier quand une femme est enceinte?
74,0,Quelle position n'existe pas ?
75,0,Selon le Kamasutra que doit faire un homme pour stimuler l'acte sexuel :
76,0,Le missionnaire est une appellation occidentale et ne figure pas dans le Kamasutra
77,0,"Dans l'une de ces positions, la femme est au-dessus. Laquelle ?"
78,0,Qu'est-ce qui caractérise la position du collier de Vénus ?
79,0,Quelle star compare le bonheur du sexe au bonheur d'acheter des chaussures?
80,0,Quel artiste a déclaré pouvoir se passer de sexe car elle se débrouille toute seule?
81,0,Quelle star pense que le plus important pour les hommes est la taille de leur sexe?
82,0,"Quelle star a dit : Je ne sais pas à quoi sert un mâle, j'ai quelques gadgets électroniques à la maison pour les remplacer."
83,0,"Quelle star a dit : Tout passe par le sexe, c'est la chose animale qui nous relie les uns aux autres."
84,0,Quelle star a dit : Mon éducation catholique a multiplié par dix mon envie de sexe.
85,0,Quelle célébrité a essayé la sodomie et le recommande à toutes les femmes?
86,0,"Quelle star a dit : Le sexe fait partie de la nature, j'obéis à la nature."
87,0,"Quelle star a dit : J'aime le sexe en voiture. Si j'en ai vraiment envie, le siège arrière fait l'affaire."
88,0,Quelle star a dit : Je connais de bien meilleurs orgasmes depuis que je suis entrée dans la quarantaine.
89,0,"Si l'homme trouve le point G de la femme, celle-ci a automatiquement un orgasme"
90,0,La taille du pénis est un facteur indispensable au plaisir de la femme
91,0,"Suite à un accouchement, le vagin reste distendu"
92,0,"Les femmes qui ont beaucoup de pertes blanches, sont des femmes fontaines"
93,0,Un homme est incapable de simuler un orgasme
94,0,Qu'est ce que le Mont de Vénus ?
95,0,La taille du clitoris influence sur le plaisir de la femme
96,0,"Certains exercices musculaires peuvent accroître les sensations vaginales, comment s'appellent ils?"
97,0,"Il est nécessaire de bien respirer pendant l'amour, mais à quelle allure?"
98,0,"Une position, très célèbre, ne stimule pas le clitoris; laquelle :"
99,0,L'épilation peut jouer un rôle dans les sensations de la femme :
100,0,Une astuce pour intensifier le plaisir :
101,0,Quelle huile dois-je utiliser pour me détendre et savourer le plaisir de l'amour ?
102,0,"Un orgasme, pour être plus brûlant, doit être :"
103,0,Le vagin devient insensible après plusieurs utilisations de sextoys:
104,0,Selon vous quel est le pourcentage de femmes et d'hommes à avoir déjà vu un film pornographique?
105,0,Que signifie le candaulisme?
106,0,Quelle est la taille moyenne d'un pénis français en érection?
107,0,Que signifie l'axilisme ?
108,0,"Un nouveau style de vidéos, fait fantasmer les hommes américains, lesquelles ?"
109,0,"A quel âge en moyenne, une fille passe à l'acte?"
110,0,Qu'est ce que le priapisme ?
111,0,"La soirée Démonia, qui se déroule 1 fois par an à Paris, réunit :"
112,0,"Dans la série Sex & the City, Samantha adore son sextoy, mais que représente-t-il ?"
113,0,Le point G de la femme se trouve :
114,0,"Selon vous, quel est le pourcentage de femme à se masturber régulièrement ?"
115,0,Une fellation est une stimulation du pénis par un mouvement de va-et-vient dans la bouche.
116,0,La partie la plus sensible du pénis est le gland :
117,0,Quel est le fantasme n°1 des hommes ?
118,0,"Fantasmer, signifie avoir un problème sexuel :"
119,0,Combien de femmes ont déjà pratiqué la sodomie ?
120,0,Le contact oral/anal s'appelle :
121,0,Que signifie fist-fucking ?
122,0,Il ne faut absolument pas utiliser de lubrifiant pour la pénétration anale car cela comporte trop de risques d'infection
123,0,Le sphincter anal se dilate naturellement avec l'excitation :
124,0,Quel est le nom de l'hormone du désir ?
125,0,Il est obligatoire de prendre des médicaments pour augmenter sa testostérone :
126,0,"A quel moment, la femme a le plus envie de faire l'amour ?"
127,0,"Quel sens peut, à lui seul, déclencher le désir chez l'homme, mais pas chez la femme ?"
128,0,Une femme peut sécréter une hormone anti-désir sexuel :
129,0,A quel âge une femme atteint la maturité sexuelle ?
130,0,Les saisons ont elles une influence sur le désir sexuel ?
131,0,Lequel de ces aliments est connu pour ses vertus aphrodisiaques ?
132,0,Il existe un viagra féminin :
133,0,Quelle maladie peut avoir un impact sur le désir sexuel ?
134,0,"Certaines personnes n'ont aucun désir sexuel, qui sont-elles ?"
135,0,"Si le vagin d'une femme ne se lubrifie pas naturellement, c'est qu'elle n'éprouve aucun désir :"
136,0,"En moyenne, quelle est la taille du clitoris ?"
137,0,Lequel de ces termes ne désigne pas une partie du clitoris ?
138,0,Quelle est la partie du clitoris la plus sensible ?
139,0,Combien de capteurs de plaisirs compte le clitoris ?
140,0,Quelle est la proportion de femmes qui disent avoir besoin d’une stimulation clitoridienne pour jouir ?
141,0,Est-il possible d’avoir plusieurs orgasmes clitoridiens à la suite ?
142,0,"En France, on dit que la masturbation rend sourd, aux États-Unis, on dit qu’elle rend :"
143,0,La zone érogène la plus sensible chez l'homme est :
144,0,Les hommes aiment qu'on stimule leur pénis juste après l'éjaculation :
145,0,"Quand il y a éjaculation, il y a forcément orgasme, et vice versa "
146,0,Les zones érogènes secondaires de l'homme se situent :
147,0,Laquelle de ces zones est la plus réactive aux caresses chez un homme ?
148,0,Une éjaculation n'est jamais douloureuse :
149,0,La méthode du start and stop est un moyen de retarder l'éjaculation de l'homme. En quoi consiste-t-elle ?
150,0,Le terme orgasme vient du grec orgân. Que signifie ce mot ?
151,0,Quel est le nom savant de l'absence d'orgasme ?
152,0,"Pour atteindre l’orgasme à coup sûr, les sexologues conseillent souvent de :"
153,0,"Avoir un orgasme, en termes de calories éliminées, équivaut à :"
154,0,Un homme peut jouir sans éjaculer. Quelle en est la cause ?
155,0,Combien de femmes en moyenne ont déjà simulé l’orgasme ?
156,0,L’éjaculation féminine concerne :
157,0,Une femme peut améliorer son orgasme en musclant :
158,0,Les femmes peuvent avoir souvent un orgasme en :
159,0,Les femmes peuvent avoir des orgasmes jusqu’à :
160,0,Toutes les femmes ont un point G.
161,0,Le point G tire son nom du médecin qui l'a découvert. Comment s'appelait-il?
162,0,"Lorsqu'il est stimulé, le point G est gros comme une pièce de :"
163,0,"Au toucher, la surface du point G est :"
164,0,"Pendant un câlin, le meilleur moment pour stimuler le point G, c'est :"
165,0,Quelle est la position la plus efficace pour stimuler le point G pendant la pénétration ?
166,0,"L'orgasme vaginal, obtenu après stimulation du point G, est semblable à l'orgasme clitoridien."
